S.No,College Code,College Name,Category,District,Courses Offered
104,345,THANAPANDIYAN POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
105,346,SEIKALATHUR KAMATCHI AMMAN POLYTECHNIC COLLEGE MANAMADURAI,SELF FINANCING,SIVAGANGA,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
106,347,ARULMIGU KALASALINGAM POLYTECHNIC COLLEGE,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
107,348,RAMU-SEETHA POLYTECHNIC COLLEGE,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
108,349,SEETHAIAMMAL POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
109,350,SRI SOWDAMBIKA POLYTECHNIC COLLEGE,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
110,351,PASUMPON NETHAJI POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
111,352,LAKSHMI AMMAL POLYTECHNIC COLLEGE,SELF FINANCING,TUTICORIN,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
112,353,S.A.RAJA'S POLYTECHNIC COLLEGE,SELF FINANCING,VADAKKANKULAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
113,354,GOMATHI AMBAL POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
114,355,ST XAVIER'S POLYTECHNIC COLLEGE,SELF FINANCING,TUTICORIN,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
115,356,MORNING STAR POLYTECHNIC COLLEGE,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
116,357,NOORUL ISLAM POLYTECHNIC COLLEGE,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
117,358,SRI VENKATESWARA POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
118,359,THAI MOOGAMBIGAI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
119,360,CHRIST THE KING POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
120,362,RAJAJI INSTITUTE OF TECHNOLOGY,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
121,363,SRINIVASA POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
122,364,GMS-MAVMM POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
123,365,PARK AMC POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
124,366,ARULMIGU SENTHILANDAVAR POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
125,367,M.S.P.VELAYUTHA NADAR LAKSHMITHAI AMMAL POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
126,368,KALAIVANAR N.S.K POLYTECHNIC COLLEGE,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
127,369,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,SELF FINANCING,PERAMBALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
128,370,PALLAVAN POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
129,371,ANNAI VELANKANNI POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
130,372,PANIMALAR POLYTECHNIC COLLEGE,SELF FINANCING,CHENNAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
131,373,THIRU SEVEN HILLS POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
132,374,C P C L POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Chemical Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Instrumentation and Control Engineering"
133,375,MODERATOR GNANANDASON POLYTECHNIC COLLEGE,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
134,377,N A MANJAMMAL POLYTECHNIC COLLEGE,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
135,381,SREE KRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
136,382,ADHIYAMAAN POLYTECHNIC COLLEGE,SELF FINANCING,KRISHNAGIRI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Mechatronics Engineering"
137,383,BHARATH POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
138,384,VIGNESH POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
139,385,SRI BALAJI POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
140,386,DR M.G.R POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
141,387,SRI KRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,RANIPET,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
142,388,RANIPET INSTITUTE OF TECHNOLOGY,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
143,389,PEE GEE POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
144,408,SIGA POLYTECHNIC COLLEGE,SELF FINANCING,CHENNAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
145,409,HINDUSTAN INSTITUTE OF ENGG TECHNOLOGY POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
146,410,SIVAKASI INSTITUTE OF PRINTING TECHNOLOGY,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Printing Technology"
147,501,JAYARAJ ANNAPACKIAM CSI POLYTECHNIC COLLEGE,SELF FINANCING,TUTICORIN,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
148,502,SRI SAI RAM POLYTECHNIC COLLEGE, CHENNAI,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
149,503,S.A. POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
150,504,S.R.M. POLYTECHNIC COLLEGE,SELF FINANCING,TIRUCHIRAPPALLI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
151,505,P S B POLYTECHCNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
152,506,KUMARAN POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
153,507,PRIYADARSHINI POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
154,508,MARUTHI POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
155,509,ER.PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE,SELF FINANCING,KRISHNAGIRI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
156,510,RUDHRAVENI MUTHUSWAMY POLYTECHNIC COLLEGE,SELF FINANCING,TIRUPPUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
157,511,SRI RAMAKRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
158,512,SRI VENKATESWARA POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
159,513,LATHA MATHAVAN POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
160,514,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
161,515,DR.B.R.AMBEDKAR POLYTECHNIC COLLEGE,SELF FINANCING,YANAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
162,516,VENKATESVARA POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
163,517,KRISHNASAMY MEMORIAL POLYTECHNIC COLLEGE,,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
164,518,SUN INSTITUTE OF TECHNOLOGY,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
165,519,SCAD POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
166,520,SRI MUTHALAMMAN POLYTECHNIC COLLEGE,SELF FINANCING,RAMANATHAPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
167,521,SUGUNA POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
168,522,MURUGESAN INSTITUTE OF TECHNOLOGY,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
169,523,SRI RAGAVENDRA POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
170,525,K.S.R POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
171,526,SRI AYYAPPA POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
172,527,TIRUPATTUR POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
173,528,SEMBODAI R.V POLYTECHNIC COLLEGE,SELF FINANCING,NAGAPATTINAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
174,529,KAR POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
175,531,INFANT JESUS POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
176,532,SRI KRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,DINDIGUL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
177,533,PAAVAI POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology"
178,534,PADALESUWARAR POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
179,535,RAJA DESINGH POLYTECHNIC COLLEGE,SELF FINANCING,VILLUPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
180,538,SBM POLYTECHNIC COLLEGE,SELF FINANCING,DINDIGUL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
181,539,ANNDAVAR POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
182,540,LITTLE FLOWER POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
183,541,SRI DURGADEVI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
184,542,LAXMINARAYANA POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
185,544,S M ARUMUGAM POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
186,545,VIVEKANANDA POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
187,546,THE KAVERY POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
188,547,S.R.I. POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
189,548,ARIES POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
190,549,PGP POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
191,550,NANDHA POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
192,551,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,SELF FINANCING,PERAMBALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
193,552,BHARATH POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
194,553,SRI VENKATACHALAPATHY POLYTECHNIC COLLEGE,SELF FINANCING,VILLUPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
195,554,CHEYYAR POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
196,555,MURUGA POLYTECHNIC COLLEGE,SELF FINANCING,VILLUPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
197,556,TIRUTTANI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
198,558,DPC POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
199,559,P V POLYTECHNIC COLLEGE,SELF FINANCING,VILLUPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
200,560,SAMUEL POLYTECHNIC COLLEGE,SELF FINANCING,THOOTHUKUDI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
201,561,DUSI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
202,562,SHRI SITHESWARAR POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
203,563,JOHN BOSCO POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
204,564,SRI ADHISANKARAR POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
205,565,LALGUDI CO-OPERATIVE POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
206,566,PASTOR LENSSEN POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
207,567,JAYA POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
208,568,UDAYAPOLYTECHNIC COLLEGE,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
209,569,J.J POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
210,570,PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE,SELF FINANCING,THANJAVUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
211,571,VANDAYAR POLYTECHNIC COLLEGE,SELF FINANCING,THANJAVUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
212,572,APOLLO POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
