Course Name,Category,Level,Duration,Eligibility,Future Scope
BSc Radiology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Lab Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Lab Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Lab Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Dialysis Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Dialysis Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Dialysis Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Cardiac Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Cardiac Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Cardiac Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Respiratory Therapy,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Respiratory Therapy,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Respiratory Therapy,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Operation Theatre Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Operation Theatre Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Operation Theatre Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Optometry,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Optometry,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Optometry,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Anesthesia Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Anesthesia Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Anesthesia Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Nutrition and Dietetics,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Nutrition and Dietetics,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Nutrition and Dietetics,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Public Health,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Public Health,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Public Health,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Biotechnology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Biotechnology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Biotechnology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Microbiology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Microbiology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Microbiology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Genetics,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Genetics,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Genetics,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Clinical Psychology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Clinical Psychology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Clinical Psychology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Neurophysiology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Neurophysiology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Neurophysiology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Physician Assistant,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Physician Assistant,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Physician Assistant,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Imaging,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Imaging,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Medical Imaging,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Emergency Medical Technology,Medical,12th,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Emergency Medical Technology,Medical,Undergraduate,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Emergency Medical Technology,Medical,Diploma,3-5 Years,10+2 PCB,Healthcare professional roles
BSc Physics,Science,12th,3 Years,10+2 Science,Scientist or research career in Physics
MSc Physics,Science,Postgraduate,2 Years,BSc Physics,Advanced research in Physics
PhD Physics,Science,Doctorate,3-5 Years,MSc Physics,Academic or research career in Physics
BSc Applied Physics,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Chemistry,Science,12th,3 Years,10+2 Science,Scientist or research career in Chemistry
MSc Chemistry,Science,Postgraduate,2 Years,BSc Chemistry,Advanced research in Chemistry
PhD Chemistry,Science,Doctorate,3-5 Years,MSc Chemistry,Academic or research career in Chemistry
BSc Applied Chemistry,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Mathematics,Science,12th,3 Years,10+2 Science,Scientist or research career in Mathematics
MSc Mathematics,Science,Postgraduate,2 Years,BSc Mathematics,Advanced research in Mathematics
PhD Mathematics,Science,Doctorate,3-5 Years,MSc Mathematics,Academic or research career in Mathematics
BSc Applied Mathematics,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Statistics,Science,12th,3 Years,10+2 Science,Scientist or research career in Statistics
MSc Statistics,Science,Postgraduate,2 Years,BSc Statistics,Advanced research in Statistics
PhD Statistics,Science,Doctorate,3-5 Years,MSc Statistics,Academic or research career in Statistics
BSc Applied Statistics,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Zoology,Science,12th,3 Years,10+2 Science,Scientist or research career in Zoology
MSc Zoology,Science,Postgraduate,2 Years,BSc Zoology,Advanced research in Zoology
PhD Zoology,Science,Doctorate,3-5 Years,MSc Zoology,Academic or research career in Zoology
BSc Applied Zoology,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Botany,Science,12th,3 Years,10+2 Science,Scientist or research career in Botany
MSc Botany,Science,Postgraduate,2 Years,BSc Botany,Advanced research in Botany
PhD Botany,Science,Doctorate,3-5 Years,MSc Botany,Academic or research career in Botany
BSc Applied Botany,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Biochemistry,Science,12th,3 Years,10+2 Science,Scientist or research career in Biochemistry
MSc Biochemistry,Science,Postgraduate,2 Years,BSc Biochemistry,Advanced research in Biochemistry
PhD Biochemistry,Science,Doctorate,3-5 Years,MSc Biochemistry,Academic or research career in Biochemistry
BSc Applied Biochemistry,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Biotechnology,Science,12th,3 Years,10+2 Science,Scientist or research career in Biotechnology
MSc Biotechnology,Science,Postgraduate,2 Years,BSc Biotechnology,Advanced research in Biotechnology
PhD Biotechnology,Science,Doctorate,3-5 Years,MSc Biotechnology,Academic or research career in Biotechnology
BSc Applied Biotechnology,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Genetics,Science,12th,3 Years,10+2 Science,Scientist or research career in Genetics
MSc Genetics,Science,Postgraduate,2 Years,BSc Genetics,Advanced research in Genetics
PhD Genetics,Science,Doctorate,3-5 Years,MSc Genetics,Academic or research career in Genetics
BSc Applied Genetics,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Microbiology,Science,12th,3 Years,10+2 Science,Scientist or research career in Microbiology
MSc Microbiology,Science,Postgraduate,2 Years,BSc Microbiology,Advanced research in Microbiology
PhD Microbiology,Science,Doctorate,3-5 Years,MSc Microbiology,Academic or research career in Microbiology
BSc Applied Microbiology,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Environmental Science,Science,12th,3 Years,10+2 Science,Scientist or research career in Environmental Science
MSc Environmental Science,Science,Postgraduate,2 Years,BSc Environmental Science,Advanced research in Environmental Science
PhD Environmental Science,Science,Doctorate,3-5 Years,MSc Environmental Science,Academic or research career in Environmental Science
BSc Applied Environmental Science,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Marine Biology,Science,12th,3 Years,10+2 Science,Scientist or research career in Marine Biology
MSc Marine Biology,Science,Postgraduate,2 Years,BSc Marine Biology,Advanced research in Marine Biology
PhD Marine Biology,Science,Doctorate,3-5 Years,MSc Marine Biology,Academic or research career in Marine Biology
BSc Applied Marine Biology,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Astrophysics,Science,12th,3 Years,10+2 Science,Scientist or research career in Astrophysics
MSc Astrophysics,Science,Postgraduate,2 Years,BSc Astrophysics,Advanced research in Astrophysics
PhD Astrophysics,Science,Doctorate,3-5 Years,MSc Astrophysics,Academic or research career in Astrophysics
BSc Applied Astrophysics,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Geology,Science,12th,3 Years,10+2 Science,Scientist or research career in Geology
MSc Geology,Science,Postgraduate,2 Years,BSc Geology,Advanced research in Geology
PhD Geology,Science,Doctorate,3-5 Years,MSc Geology,Academic or research career in Geology
BSc Applied Geology,Science,12th,3 Years,10+2 Science,Applied science industry roles
BSc Forensic Science,Science,12th,3 Years,10+2 Science,Scientist or research career in Forensic Science
MSc Forensic Science,Science,Postgraduate,2 Years,BSc Forensic Science,Advanced research in Forensic Science
PhD Forensic Science,Science,Doctorate,3-5 Years,MSc Forensic Science,Academic or research career in Forensic Science
BSc Applied Forensic Science,Science,12th,3 Years,10+2 Science,Applied science industry roles
BCom Accounting,Commerce,12th,3 Years,10+2 Commerce,Careers in Accounting
BBA Accounting,Commerce,12th,3 Years,10+2,Business roles in Accounting
MBA Accounting,Commerce,Postgraduate,2 Years,Any Degree,Management career in Accounting
Professional Diploma in Accounting,Commerce,Diploma,1-2 Years,10+2,Professional role in Accounting
BCom Finance,Commerce,12th,3 Years,10+2 Commerce,Careers in Finance
BBA Finance,Commerce,12th,3 Years,10+2,Business roles in Finance
MBA Finance,Commerce,Postgraduate,2 Years,Any Degree,Management career in Finance
Professional Diploma in Finance,Commerce,Diploma,1-2 Years,10+2,Professional role in Finance
BCom Banking,Commerce,12th,3 Years,10+2 Commerce,Careers in Banking
BBA Banking,Commerce,12th,3 Years,10+2,Business roles in Banking
MBA Banking,Commerce,Postgraduate,2 Years,Any Degree,Management career in Banking
Professional Diploma in Banking,Commerce,Diploma,1-2 Years,10+2,Professional role in Banking
BCom Taxation,Commerce,12th,3 Years,10+2 Commerce,Careers in Taxation
BBA Taxation,Commerce,12th,3 Years,10+2,Business roles in Taxation
MBA Taxation,Commerce,Postgraduate,2 Years,Any Degree,Management career in Taxation
Professional Diploma in Taxation,Commerce,Diploma,1-2 Years,10+2,Professional role in Taxation
BCom Economics,Commerce,12th,3 Years,10+2 Commerce,Careers in Economics
BBA Economics,Commerce,12th,3 Years,10+2,Business roles in Economics
MBA Economics,Commerce,Postgraduate,2 Years,Any Degree,Management career in Economics
Professional Diploma in Economics,Commerce,Diploma,1-2 Years,10+2,Professional role in Economics
BCom Business Administration,Commerce,12th,3 Years,10+2 Commerce,Careers in Business Administration
BBA Business Administration,Commerce,12th,3 Years,10+2,Business roles in Business Administration
MBA Business Administration,Commerce,Postgraduate,2 Years,Any Degree,Management career in Business Administration
Professional Diploma in Business Administration,Commerce,Diploma,1-2 Years,10+2,Professional role in Business Administration
BCom International Business,Commerce,12th,3 Years,10+2 Commerce,Careers in International Business
BBA International Business,Commerce,12th,3 Years,10+2,Business roles in International Business
MBA International Business,Commerce,Postgraduate,2 Years,Any Degree,Management career in International Business
Professional Diploma in International Business,Commerce,Diploma,1-2 Years,10+2,Professional role in International Business
BCom Marketing,Commerce,12th,3 Years,10+2 Commerce,Careers in Marketing
BBA Marketing,Commerce,12th,3 Years,10+2,Business roles in Marketing
MBA Marketing,Commerce,Postgraduate,2 Years,Any Degree,Management career in Marketing
Professional Diploma in Marketing,Commerce,Diploma,1-2 Years,10+2,Professional role in Marketing
BCom Human Resource Management,Commerce,12th,3 Years,10+2 Commerce,Careers in Human Resource Management
BBA Human Resource Management,Commerce,12th,3 Years,10+2,Business roles in Human Resource Management
MBA Human Resource Management,Commerce,Postgraduate,2 Years,Any Degree,Management career in Human Resource Management
Professional Diploma in Human Resource Management,Commerce,Diploma,1-2 Years,10+2,Professional role in Human Resource Management
BCom Entrepreneurship,Commerce,12th,3 Years,10+2 Commerce,Careers in Entrepreneurship
BBA Entrepreneurship,Commerce,12th,3 Years,10+2,Business roles in Entrepreneurship
MBA Entrepreneurship,Commerce,Postgraduate,2 Years,Any Degree,Management career in Entrepreneurship
Professional Diploma in Entrepreneurship,Commerce,Diploma,1-2 Years,10+2,Professional role in Entrepreneurship
BA English,Arts,12th,3 Years,10+2,Careers related to English
MA English,Arts,Postgraduate,2 Years,BA English,Advanced roles in English
Research Studies in English,Arts,Doctorate,3 Years,MA English,Academic career in English
Diploma in English,Arts,Diploma,1 Year,10+2,Entry level roles in English
BA History,Arts,12th,3 Years,10+2,Careers related to History
MA History,Arts,Postgraduate,2 Years,BA History,Advanced roles in History
Research Studies in History,Arts,Doctorate,3 Years,MA History,Academic career in History
Diploma in History,Arts,Diploma,1 Year,10+2,Entry level roles in History
BA Sociology,Arts,12th,3 Years,10+2,Careers related to Sociology
MA Sociology,Arts,Postgraduate,2 Years,BA Sociology,Advanced roles in Sociology
Research Studies in Sociology,Arts,Doctorate,3 Years,MA Sociology,Academic career in Sociology
Diploma in Sociology,Arts,Diploma,1 Year,10+2,Entry level roles in Sociology
BA Political Science,Arts,12th,3 Years,10+2,Careers related to Political Science
MA Political Science,Arts,Postgraduate,2 Years,BA Political Science,Advanced roles in Political Science
Research Studies in Political Science,Arts,Doctorate,3 Years,MA Political Science,Academic career in Political Science
Diploma in Political Science,Arts,Diploma,1 Year,10+2,Entry level roles in Political Science
BA Economics,Arts,12th,3 Years,10+2,Careers related to Economics
MA Economics,Arts,Postgraduate,2 Years,BA Economics,Advanced roles in Economics
Research Studies in Economics,Arts,Doctorate,3 Years,MA Economics,Academic career in Economics
Diploma in Economics,Arts,Diploma,1 Year,10+2,Entry level roles in Economics
BA Philosophy,Arts,12th,3 Years,10+2,Careers related to Philosophy
MA Philosophy,Arts,Postgraduate,2 Years,BA Philosophy,Advanced roles in Philosophy
Research Studies in Philosophy,Arts,Doctorate,3 Years,MA Philosophy,Academic career in Philosophy
Diploma in Philosophy,Arts,Diploma,1 Year,10+2,Entry level roles in Philosophy
BA Psychology,Arts,12th,3 Years,10+2,Careers related to Psychology
MA Psychology,Arts,Postgraduate,2 Years,BA Psychology,Advanced roles in Psychology
Research Studies in Psychology,Arts,Doctorate,3 Years,MA Psychology,Academic career in Psychology
Diploma in Psychology,Arts,Diploma,1 Year,10+2,Entry level roles in Psychology
BA Public Administration,Arts,12th,3 Years,10+2,Careers related to Public Administration
MA Public Administration,Arts,Postgraduate,2 Years,BA Public Administration,Advanced roles in Public Administration
Research Studies in Public Administration,Arts,Doctorate,3 Years,MA Public Administration,Academic career in Public Administration
Diploma in Public Administration,Arts,Diploma,1 Year,10+2,Entry level roles in Public Administration
BA Anthropology,Arts,12th,3 Years,10+2,Careers related to Anthropology
MA Anthropology,Arts,Postgraduate,2 Years,BA Anthropology,Advanced roles in Anthropology
Research Studies in Anthropology,Arts,Doctorate,3 Years,MA Anthropology,Academic career in Anthropology
Diploma in Anthropology,Arts,Diploma,1 Year,10+2,Entry level roles in Anthropology
BA Geography,Arts,12th,3 Years,10+2,Careers related to Geography
MA Geography,Arts,Postgraduate,2 Years,BA Geography,Advanced roles in Geography
Research Studies in Geography,Arts,Doctorate,3 Years,MA Geography,Academic career in Geography
Diploma in Geography,Arts,Diploma,1 Year,10+2,Entry level roles in Geography
BDes Fashion Design,Design,12th,4 Years,10+2,Designer roles in Fashion Design
Diploma in Fashion Design,Design,Diploma,2 Years,10+2,Design career in Fashion Design
Advanced Certificate in Fashion Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Graphic Design,Design,12th,4 Years,10+2,Designer roles in Graphic Design
Diploma in Graphic Design,Design,Diploma,2 Years,10+2,Design career in Graphic Design
Advanced Certificate in Graphic Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Interior Design,Design,12th,4 Years,10+2,Designer roles in Interior Design
Diploma in Interior Design,Design,Diploma,2 Years,10+2,Design career in Interior Design
Advanced Certificate in Interior Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Product Design,Design,12th,4 Years,10+2,Designer roles in Product Design
Diploma in Product Design,Design,Diploma,2 Years,10+2,Design career in Product Design
Advanced Certificate in Product Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Animation,Design,12th,4 Years,10+2,Designer roles in Animation
Diploma in Animation,Design,Diploma,2 Years,10+2,Design career in Animation
Advanced Certificate in Animation,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Game Design,Design,12th,4 Years,10+2,Designer roles in Game Design
Diploma in Game Design,Design,Diploma,2 Years,10+2,Design career in Game Design
Advanced Certificate in Game Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes UX Design,Design,12th,4 Years,10+2,Designer roles in UX Design
Diploma in UX Design,Design,Diploma,2 Years,10+2,Design career in UX Design
Advanced Certificate in UX Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Visual Communication,Design,12th,4 Years,10+2,Designer roles in Visual Communication
Diploma in Visual Communication,Design,Diploma,2 Years,10+2,Design career in Visual Communication
Advanced Certificate in Visual Communication,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Industrial Design,Design,12th,4 Years,10+2,Designer roles in Industrial Design
Diploma in Industrial Design,Design,Diploma,2 Years,10+2,Design career in Industrial Design
Advanced Certificate in Industrial Design,Design,Certificate,1 Year,10+2,Specialized design roles
BDes Multimedia Design,Design,12th,4 Years,10+2,Designer roles in Multimedia Design
Diploma in Multimedia Design,Design,Diploma,2 Years,10+2,Design career in Multimedia Design
Advanced Certificate in Multimedia Design,Design,Certificate,1 Year,10+2,Specialized design roles
BSc Agriculture,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Agriculture,Agriculture,Postgraduate,2 Years,BSc Agriculture,Advanced agriculture research
Diploma in Agriculture,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
BSc Horticulture,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Horticulture,Agriculture,Postgraduate,2 Years,BSc Horticulture,Advanced agriculture research
Diploma in Horticulture,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
BSc Forestry,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Forestry,Agriculture,Postgraduate,2 Years,BSc Forestry,Advanced agriculture research
Diploma in Forestry,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
BSc Agronomy,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Agronomy,Agriculture,Postgraduate,2 Years,BSc Agronomy,Advanced agriculture research
Diploma in Agronomy,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
BSc Soil Science,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Soil Science,Agriculture,Postgraduate,2 Years,BSc Soil Science,Advanced agriculture research
Diploma in Soil Science,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
BSc Dairy Technology,Agriculture,12th,4 Years,10+2 Science,Agriculture sector roles
MSc Dairy Technology,Agriculture,Postgraduate,2 Years,BSc Dairy Technology,Advanced agriculture research
Diploma in Dairy Technology,Agriculture,Diploma,2 Years,10th/12th,Agriculture technician
Diploma Mechanical Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Mechanical
Diploma Civil Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Civil
Diploma Electrical Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Electrical
Diploma Electronics Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Electronics
Diploma Automobile Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Automobile
Diploma Computer Engineering Engineering,Polytechnic,10th,3 Years,10th Pass,Technician roles in Computer Engineering
ITI Electrician,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Electrician
ITI Fitter,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Fitter
ITI Welder,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Welder
ITI Plumber,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Plumber
ITI Carpenter,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Carpenter
ITI Mechanic,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Mechanic
ITI Turner,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Turner
ITI Machinist,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Machinist
ITI Refrigeration and AC,ITI,10th,1-2 Years,10th Pass,Skilled trade career as Refrigeration and AC
